Disease,County,Year,Sex,Cases,Population
Early Syphilis,Nevada,2018,Male,5,48884
Early Syphilis,Nevada,2018,Total,10,98719
Early Syphilis,Orange,2015,Female,31,1595120
Early Syphilis,Orange,2015,Male,426,1569110
Early Syphilis,Orange,2015,Total,457,3164230
Early Syphilis,Orange,2016,Female,28,1603499
Early Syphilis,Orange,2016,Male,527,1578155
Early Syphilis,Orange,2016,Total,555,3181654
Early Syphilis,Orange,2017,Female,33,1614708
Early Syphilis,Orange,2017,Male,655,1591147
Early Syphilis,Orange,2017,Total,688,3205855
Early Syphilis,Orange,2018,Female,62,1619377
Early Syphilis,Orange,2018,Male,710,1597440
Early Syphilis,Orange,2018,Total,772,3216817
Early Syphilis,Placer,2015,Female,1,189327
Early Syphilis,Placer,2015,Male,22,182221
Early Syphilis,Placer,2015,Total,23,371548
Early Syphilis,Placer,2016,Female,1,191794
Early Syphilis,Placer,2016,Male,27,184795
Early Syphilis,Placer,2016,Total,28,376589
Early Syphilis,Placer,2017,Female,4,194890
Early Syphilis,Placer,2017,Male,30,188087
Early Syphilis,Placer,2017,Total,34,382977
Early Syphilis,Placer,2018,Female,3,197781
Early Syphilis,Placer,2018,Male,25,191266
Early Syphilis,Placer,2018,Total,29,389047
Early Syphilis,Plumas,2015,Female,0,9831
Early Syphilis,Plumas,2015,Male,0,9801
Early Syphilis,Plumas,2015,Total,0,19632
Early Syphilis,Plumas,2016,Female,0,9815
Early Syphilis,Plumas,2016,Male,0,9775
Early Syphilis,Plumas,2016,Total,0,19590
Early Syphilis,Plumas,2017,Female,0,9785
Early Syphilis,Plumas,2017,Male,0,9765
Early Syphilis,Plumas,2017,Total,0,19550
Early Syphilis,Plumas,2018,Female,NA,9771
Early Syphilis,Plumas,2018,Male,NA,9746
Early Syphilis,Plumas,2018,Total,1,19517
Early Syphilis,Riverside,2015,Female,13,1173164
Early Syphilis,Riverside,2015,Male,400,1160995
Early Syphilis,Riverside,2015,Total,413,2334159
Early Syphilis,Riverside,2016,Female,26,1187187
Early Syphilis,Riverside,2016,Male,482,1175084
Early Syphilis,Riverside,2016,Total,508,2362271
Early Syphilis,Riverside,2017,Female,45,1202109
Early Syphilis,Riverside,2017,Male,505,1190402
Early Syphilis,Riverside,2017,Total,550,2392511
Early Syphilis,Riverside,2018,Female,84,1215557
Early Syphilis,Riverside,2018,Male,571,1204340
Early Syphilis,Riverside,2018,Total,655,2419897
Early Syphilis,Sacramento,2015,Female,40,758822
Early Syphilis,Sacramento,2015,Male,297,731203
Early Syphilis,Sacramento,2015,Total,337,1490025
Early Syphilis,Sacramento,2016,Female,46,766124
Early Syphilis,Sacramento,2016,Male,295,739070
Early Syphilis,Sacramento,2016,Total,341,1505194
Early Syphilis,Sacramento,2017,Female,70,773158
Early Syphilis,Sacramento,2017,Male,386,747527
Early Syphilis,Sacramento,2017,Total,456,1520685
Early Syphilis,Sacramento,2018,Female,164,779809
Early Syphilis,Sacramento,2018,Male,469,755084
Early Syphilis,Sacramento,2018,Total,633,1534893
Early Syphilis,San Benito,2015,Female,0,29382
Early Syphilis,San Benito,2015,Male,7,29291
Early Syphilis,San Benito,2015,Total,7,58673
Early Syphilis,San Benito,2016,Female,1,29824
Early Syphilis,San Benito,2016,Male,4,29726
Early Syphilis,San Benito,2016,Total,5,59550
Early Syphilis,San Benito,2017,Female,1,30223
Early Syphilis,San Benito,2017,Male,4,30068
Early Syphilis,San Benito,2017,Total,5,60291
Early Syphilis,San Benito,2018,Female,0,30694
Early Syphilis,San Benito,2018,Male,6,30566
Early Syphilis,San Benito,2018,Total,6,61260
Early Syphilis,San Bernardino,2015,Female,28,1071599
Early Syphilis,San Bernardino,2015,Male,214,1058476
Early Syphilis,San Bernardino,2015,Total,242,2130075
Early Syphilis,San Bernardino,2016,Female,56,1079142
Early Syphilis,San Bernardino,2016,Male,261,1065725
Early Syphilis,San Bernardino,2016,Total,317,2144867
Early Syphilis,San Bernardino,2017,Female,96,1088247
Early Syphilis,San Bernardino,2017,Male,381,1075314
Early Syphilis,San Bernardino,2017,Total,477,2163561
Early Syphilis,San Bernardino,2018,Female,140,1095268
Early Syphilis,San Bernardino,2018,Male,431,1083224
Early Syphilis,San Bernardino,2018,Total,571,2178492
Early Syphilis,San Diego,2015,Female,31,1629486
Early Syphilis,San Diego,2015,Male,811,1646411
Early Syphilis,San Diego,2015,Total,842,3275897
Early Syphilis,San Diego,2016,Female,41,1640100
Early Syphilis,San Diego,2016,Male,951,1657102
Early Syphilis,San Diego,2016,Total,992,3297202
Early Syphilis,San Diego,2017,Female,47,1650959
Early Syphilis,San Diego,2017,Male,1092,1669428
Early Syphilis,San Diego,2017,Total,1139,3320387
Early Syphilis,San Diego,2018,Female,61,1662322
Early Syphilis,San Diego,2018,Male,1029,1682108
Early Syphilis,San Diego,2018,Total,1090,3344430
Early Syphilis,San Francisco,2015,Female,31,426743
Early Syphilis,San Francisco,2015,Male,1194,438199
Early Syphilis,San Francisco,2015,Total,1232,864942
Early Syphilis,San Francisco,2016,Female,32,430874
Early Syphilis,San Francisco,2016,Male,1109,442002
Early Syphilis,San Francisco,2016,Total,1146,872876
Early Syphilis,San Francisco,2017,Female,28,434960
Early Syphilis,San Francisco,2017,Male,1389,445995
Early Syphilis,San Francisco,2017,Total,1424,880955
Early Syphilis,San Francisco,2018,Female,71,438348
Early Syphilis,San Francisco,2018,Male,1333,449192
Early Syphilis,San Francisco,2018,Total,1410,887540
Early Syphilis,San Joaquin,2015,Female,60,365111
Early Syphilis,San Joaquin,2015,Male,138,363361
Early Syphilis,San Joaquin,2015,Total,198,728472
Early Syphilis,San Joaquin,2016,Female,149,369995
Early Syphilis,San Joaquin,2016,Male,281,368766
Early Syphilis,San Joaquin,2016,Total,430,738761
Early Syphilis,San Joaquin,2017,Female,303,375315
Early Syphilis,San Joaquin,2017,Male,383,374495
Early Syphilis,San Joaquin,2017,Total,686,749810
Early Syphilis,San Joaquin,2018,Female,290,379888
Early Syphilis,San Joaquin,2018,Male,318,379298
Early Syphilis,San Joaquin,2018,Total,608,759186
Early Syphilis,San Luis Obispo,2015,Female,2,135507
Early Syphilis,San Luis Obispo,2015,Male,18,141352
Early Syphilis,San Luis Obispo,2015,Total,20,276859
Early Syphilis,San Luis Obispo,2016,Female,3,136054
Early Syphilis,San Luis Obispo,2016,Male,20,142310
Early Syphilis,San Luis Obispo,2016,Total,23,278364
Early Syphilis,San Luis Obispo,2017,Female,2,136199
Early Syphilis,San Luis Obispo,2017,Male,20,142481
Early Syphilis,San Luis Obispo,2017,Total,22,278680
Early Syphilis,San Luis Obispo,2018,Female,3,136515
Early Syphilis,San Luis Obispo,2018,Male,26,142855
Early Syphilis,San Luis Obispo,2018,Total,29,279370
Early Syphilis,San Mateo,2015,Female,7,387979
Early Syphilis,San Mateo,2015,Male,90,376871
Early Syphilis,San Mateo,2015,Total,97,764850
Early Syphilis,San Mateo,2016,Female,4,389713
Early Syphilis,San Mateo,2016,Male,109,378860
Early Syphilis,San Mateo,2016,Total,113,768573
Early Syphilis,San Mateo,2017,Female,6,391068
Early Syphilis,San Mateo,2017,Male,118,380834
Early Syphilis,San Mateo,2017,Total,124,771902
Early Syphilis,San Mateo,2018,Female,5,391861
Early Syphilis,San Mateo,2018,Male,146,382298
Early Syphilis,San Mateo,2018,Total,151,774159
Early Syphilis,Santa Barbara,2015,Female,7,220439
Early Syphilis,Santa Barbara,2015,Male,55,224094
Early Syphilis,Santa Barbara,2015,Total,62,444533
Early Syphilis,Santa Barbara,2016,Female,11,221905
Early Syphilis,Santa Barbara,2016,Male,43,225481
Early Syphilis,Santa Barbara,2016,Total,54,447386
Early Syphilis,Santa Barbara,2017,Female,11,223181
Early Syphilis,Santa Barbara,2017,Male,64,226957
Early Syphilis,Santa Barbara,2017,Total,76,450138
Early Syphilis,Santa Barbara,2018,Female,10,224571
Early Syphilis,Santa Barbara,2018,Male,85,228717
Early Syphilis,Santa Barbara,2018,Total,95,453288
Early Syphilis,Santa Clara,2015,Female,12,952364
Early Syphilis,Santa Clara,2015,Male,215,967481
Early Syphilis,Santa Clara,2015,Total,227,1919845
Early Syphilis,Santa Clara,2016,Female,37,958727
Early Syphilis,Santa Clara,2016,Male,316,975048
Early Syphilis,Santa Clara,2016,Total,353,1933775
Early Syphilis,Santa Clara,2017,Female,44,963966
Early Syphilis,Santa Clara,2017,Male,369,981945
Early Syphilis,Santa Clara,2017,Total,413,1945911
Early Syphilis,Santa Clara,2018,Female,105,968453
Early Syphilis,Santa Clara,2018,Male,422,988126
Early Syphilis,Santa Clara,2018,Total,527,1956579
Early Syphilis,Santa Cruz,2015,Female,8,137250
Early Syphilis,Santa Cruz,2015,Male,43,137441
Early Syphilis,Santa Cruz,2015,Total,51,274691
Early Syphilis,Santa Cruz,2016,Female,5,137848
Early Syphilis,Santa Cruz,2016,Male,49,137942
Early Syphilis,Santa Cruz,2016,Total,54,275790
Early Syphilis,Santa Cruz,2017,Female,11,137831
Early Syphilis,Santa Cruz,2017,Male,62,138028
Early Syphilis,Santa Cruz,2017,Total,73,275859
Early Syphilis,Santa Cruz,2018,Female,12,137444
Early Syphilis,Santa Cruz,2018,Male,51,137777
Early Syphilis,Santa Cruz,2018,Total,63,275221
Early Syphilis,Shasta,2015,Female,2,90912
Early Syphilis,Shasta,2015,Male,10,87672
Early Syphilis,Shasta,2015,Total,12,178584
Early Syphilis,Shasta,2016,Female,3,90473
Early Syphilis,Shasta,2016,Male,21,87269
Early Syphilis,Shasta,2016,Total,24,177742
Early Syphilis,Shasta,2017,Female,21,90662
Early Syphilis,Shasta,2017,Male,25,87578
Early Syphilis,Shasta,2017,Total,46,178240
Early Syphilis,Shasta,2018,Female,26,90580
Early Syphilis,Shasta,2018,Male,50,87682
Early Syphilis,Shasta,2018,Total,76,178262
Early Syphilis,Sierra,2015,Female,0,1557
Early Syphilis,Sierra,2015,Male,0,1595
Early Syphilis,Sierra,2015,Total,0,3152
Early Syphilis,Sierra,2016,Female,0,1561
Early Syphilis,Sierra,2016,Male,0,1586
Early Syphilis,Sierra,2016,Total,0,3147
Early Syphilis,Sierra,2017,Female,0,1564
Early Syphilis,Sierra,2017,Male,0,1585
Early Syphilis,Sierra,2017,Total,0,3149
Early Syphilis,Sierra,2018,Female,0,1566
Early Syphilis,Sierra,2018,Male,0,1587
Early Syphilis,Sierra,2018,Total,0,3153
Early Syphilis,Siskiyou,2015,Female,NA,22358
Early Syphilis,Siskiyou,2015,Male,NA,22182
Early Syphilis,Siskiyou,2015,Total,1,44540
Early Syphilis,Siskiyou,2016,Female,NA,22303
Early Syphilis,Siskiyou,2016,Male,NA,22115
Early Syphilis,Siskiyou,2016,Total,2,44418
Early Syphilis,Siskiyou,2017,Female,NA,22200
Early Syphilis,Siskiyou,2017,Male,NA,22040
Early Syphilis,Siskiyou,2017,Total,3,44240
Early Syphilis,Siskiyou,2018,Female,NA,22128
Early Syphilis,Siskiyou,2018,Male,NA,21954
Early Syphilis,Siskiyou,2018,Total,6,44082
Early Syphilis,Solano,2015,Female,9,215801
Early Syphilis,Solano,2015,Male,64,213676
Early Syphilis,Solano,2015,Total,74,429477
Early Syphilis,Solano,2016,Female,9,217744
Early Syphilis,Solano,2016,Male,53,215917
Early Syphilis,Solano,2016,Total,62,433661
Early Syphilis,Solano,2017,Female,20,219554
Early Syphilis,Solano,2017,Male,65,217880
Early Syphilis,Solano,2017,Total,85,437434
Early Syphilis,Solano,2018,Female,14,220526
Early Syphilis,Solano,2018,Male,104,218946
Early Syphilis,Solano,2018,Total,119,439472
Early Syphilis,Sonoma,2015,Female,6,254646
Early Syphilis,Sonoma,2015,Male,71,246685
Early Syphilis,Sonoma,2015,Total,77,501331
Early Syphilis,Sonoma,2016,Female,1,255677
Early Syphilis,Sonoma,2016,Male,62,247775
Early Syphilis,Sonoma,2016,Total,63,503452
Early Syphilis,Sonoma,2017,Female,15,255734
Early Syphilis,Sonoma,2017,Male,101,247900
Early Syphilis,Sonoma,2017,Total,116,503634
Early Syphilis,Sonoma,2018,Female,44,254444
Early Syphilis,Sonoma,2018,Male,154,246983
Early Syphilis,Sonoma,2018,Total,198,501427
Early Syphilis,Stanislaus,2015,Female,35,271370
Early Syphilis,Stanislaus,2015,Male,76,266504
Early Syphilis,Stanislaus,2015,Total,111,537874
Early Syphilis,Stanislaus,2016,Female,43,274108
Early Syphilis,Stanislaus,2016,Male,87,269453
Early Syphilis,Stanislaus,2016,Total,130,543561
Early Syphilis,Stanislaus,2017,Female,54,277550
Early Syphilis,Stanislaus,2017,Male,134,272955
Early Syphilis,Stanislaus,2017,Total,188,550505
Early Syphilis,Stanislaus,2018,Female,99,279560
Early Syphilis,Stanislaus,2018,Male,152,275143
Early Syphilis,Stanislaus,2018,Total,251,554703
Early Syphilis,Sutter,2015,Female,0,48877
Early Syphilis,Sutter,2015,Male,3,48464
Early Syphilis,Sutter,2015,Total,3,97341
Early Syphilis,Sutter,2016,Female,0,49163
Early Syphilis,Sutter,2016,Male,6,48773
Early Syphilis,Sutter,2016,Total,6,97936
Early Syphilis,Sutter,2017,Female,3,49328
Early Syphilis,Sutter,2017,Male,4,49014
Early Syphilis,Sutter,2017,Total,7,98342
Early Syphilis,Sutter,2018,Female,4,49496
Early Syphilis,Sutter,2018,Male,14,49239
Early Syphilis,Sutter,2018,Total,18,98735
Early Syphilis,Tehama,2015,Female,0,32273
Early Syphilis,Tehama,2015,Male,1,31840
Early Syphilis,Tehama,2015,Total,1,64113
Early Syphilis,Tehama,2016,Female,2,32407
Early Syphilis,Tehama,2016,Male,3,31929
Early Syphilis,Tehama,2016,Total,5,64336
Early Syphilis,Tehama,2017,Female,1,32464
Early Syphilis,Tehama,2017,Male,4,31943
Early Syphilis,Tehama,2017,Total,5,64407
Early Syphilis,Tehama,2018,Female,3,32540
Early Syphilis,Tehama,2018,Male,5,31992
Early Syphilis,Tehama,2018,Total,9,64532
Early Syphilis,Trinity,2015,Female,NA,6613
Early Syphilis,Trinity,2015,Male,NA,6943
Early Syphilis,Trinity,2015,Total,1,13556
Early Syphilis,Trinity,2016,Female,0,6590
Early Syphilis,Trinity,2016,Male,0,6899
Early Syphilis,Trinity,2016,Total,0,13489
Early Syphilis,Trinity,2017,Female,NA,6590
Early Syphilis,Trinity,2017,Male,NA,6863
Early Syphilis,Trinity,2017,Total,3,13453
Early Syphilis,Trinity,2018,Female,NA,6573
Early Syphilis,Trinity,2018,Male,NA,6834
Early Syphilis,Trinity,2018,Total,2,13407
Early Syphilis,Tulare,2015,Female,11,231929
Early Syphilis,Tulare,2015,Male,40,232638
Early Syphilis,Tulare,2015,Total,51,464567
Early Syphilis,Tulare,2016,Female,24,233743
Early Syphilis,Tulare,2016,Male,75,234489
Early Syphilis,Tulare,2016,Total,99,468232
Early Syphilis,Tulare,2017,Female,24,235666
Early Syphilis,Tulare,2017,Male,47,236750
Early Syphilis,Tulare,2017,Total,71,472416
Early Syphilis,Tulare,2018,Female,15,237773
Early Syphilis,Tulare,2018,Male,30,239136
Early Syphilis,Tulare,2018,Total,45,476909
Early Syphilis,Tuolumne,2015,Female,0,25722
Early Syphilis,Tuolumne,2015,Male,5,27809
Early Syphilis,Tuolumne,2015,Total,5,53531
Early Syphilis,Tuolumne,2016,Female,4,25624
Early Syphilis,Tuolumne,2016,Male,11,27667
Early Syphilis,Tuolumne,2016,Total,15,53291
Early Syphilis,Tuolumne,2017,Female,4,25398
Early Syphilis,Tuolumne,2017,Male,8,27464
Early Syphilis,Tuolumne,2017,Total,12,52862
Early Syphilis,Tuolumne,2018,Female,3,25402
Early Syphilis,Tuolumne,2018,Male,8,27388
Early Syphilis,Tuolumne,2018,Total,11,52790
Early Syphilis,Ventura,2015,Female,6,428479
Early Syphilis,Ventura,2015,Male,47,424299
Early Syphilis,Ventura,2015,Total,53,852778
Early Syphilis,Ventura,2016,Female,11,428874
Early Syphilis,Ventura,2016,Male,44,425027
Early Syphilis,Ventura,2016,Total,55,853901
Early Syphilis,Ventura,2017,Female,8,429274
Early Syphilis,Ventura,2017,Male,86,425713
Early Syphilis,Ventura,2017,Total,94,854987
Early Syphilis,Ventura,2018,Female,11,429344
Early Syphilis,Ventura,2018,Male,130,426145
Early Syphilis,Ventura,2018,Total,141,855489
Early Syphilis,Yolo,2015,Female,1,109141
Early Syphilis,Yolo,2015,Male,32,103875
Early Syphilis,Yolo,2015,Total,33,213016
Early Syphilis,Yolo,2016,Female,2,111192
Early Syphilis,Yolo,2016,Male,30,105642
Early Syphilis,Yolo,2016,Total,32,216834
Early Syphilis,Yolo,2017,Female,5,112773
Early Syphilis,Yolo,2017,Male,31,106985
Early Syphilis,Yolo,2017,Total,36,219758
Early Syphilis,Yolo,2018,Female,4,113555
Early Syphilis,Yolo,2018,Male,45,108002
Early Syphilis,Yolo,2018,Total,49,221557
Early Syphilis,Yuba,2015,Female,0,36971
Early Syphilis,Yuba,2015,Male,0,37558
Early Syphilis,Yuba,2015,Total,0,74529
Early Syphilis,Yuba,2016,Female,2,37431
Early Syphilis,Yuba,2016,Male,5,37998
Early Syphilis,Yuba,2016,Total,7,75429
Early Syphilis,Yuba,2017,Female,3,38063
Early Syphilis,Yuba,2017,Male,6,38704
Early Syphilis,Yuba,2017,Total,9,76767
Early Syphilis,Yuba,2018,Female,6,38451
Early Syphilis,Yuba,2018,Male,14,39043
Early Syphilis,Yuba,2018,Total,20,77494
Gonorrhea,California,2015,Female,18402,19634752
Gonorrhea,California,2015,Male,35682,19441376
Gonorrhea,California,2015,Total,54174,39076128
Gonorrhea,California,2016,Female,20897,19758238
Gonorrhea,California,2016,Male,43345,19570099
Gonorrhea,California,2016,Total,64564,39328337
Gonorrhea,California,2017,Female,24529,19891334
Gonorrhea,California,2017,Male,50567,19719222
Gonorrhea,California,2017,Total,75268,39610556
Gonorrhea,California,2018,Female,26426,19989903
Gonorrhea,California,2018,Male,52758,19835278
Gonorrhea,California,2018,Total,79397,39825181
Gonorrhea,Alameda,2015,Female,939,825325
Gonorrhea,Alameda,2015,Male,1856,796390
Gonorrhea,Alameda,2015,Total,2799,1621715
Gonorrhea,Alameda,2016,Female,832,833118
Gonorrhea,Alameda,2016,Male,2211,804648
Gonorrhea,Alameda,2016,Total,3047,1637766
Gonorrhea,Alameda,2017,Female,1026,839632
Gonorrhea,Alameda,2017,Male,2547,811687
Gonorrhea,Alameda,2017,Total,3583,1651319
Gonorrhea,Alameda,2018,Female,1104,845084
Gonorrhea,Alameda,2018,Male,2641,817691
Gonorrhea,Alameda,2018,Total,3777,1662775
Gonorrhea,Alpine,2015,Female,0,561
Gonorrhea,Alpine,2015,Male,0,593
Gonorrhea,Alpine,2015,Total,0,1154
Gonorrhea,Alpine,2016,Female,0,558
Gonorrhea,Alpine,2016,Male,0,593
Gonorrhea,Alpine,2016,Total,0,1151
Gonorrhea,Alpine,2017,Female,0,558
Gonorrhea,Alpine,2017,Male,0,588
Gonorrhea,Alpine,2017,Total,0,1146
Gonorrhea,Alpine,2018,Female,NA,557
Gonorrhea,Alpine,2018,Male,NA,584
Gonorrhea,Alpine,2018,Total,1,1141
Gonorrhea,Amador,2015,Female,NA,17062
Gonorrhea,Amador,2015,Male,NA,19333
Gonorrhea,Amador,2015,Total,18,36395
Gonorrhea,Amador,2016,Female,NA,17063
Gonorrhea,Amador,2016,Male,NA,19799
Gonorrhea,Amador,2016,Total,14,36862
Gonorrhea,Amador,2017,Female,NA,17312
Gonorrhea,Amador,2017,Male,NA,20093
Gonorrhea,Amador,2017,Total,20,37405
Gonorrhea,Amador,2018,Female,NA,17610
Gonorrhea,Amador,2018,Male,NA,20453
Gonorrhea,Amador,2018,Total,17,38063
Gonorrhea,Butte,2015,Female,160,112942
Gonorrhea,Butte,2015,Male,155,111591
Gonorrhea,Butte,2015,Total,315,224533
Gonorrhea,Butte,2016,Female,152,113218
Gonorrhea,Butte,2016,Male,172,111876
Gonorrhea,Butte,2016,Total,324,225094
Gonorrhea,Butte,2017,Female,148,113865
Gonorrhea,Butte,2017,Male,158,112796
Gonorrhea,Butte,2017,Total,307,226661
Gonorrhea,Butte,2018,Female,188,114368
Gonorrhea,Butte,2018,Male,236,113469
Gonorrhea,Butte,2018,Total,424,227837
Gonorrhea,Calaveras,2015,Female,NA,22492
Gonorrhea,Calaveras,2015,Male,NA,22415
Gonorrhea,Calaveras,2015,Total,18,44907
Gonorrhea,Calaveras,2016,Female,NA,22436
Gonorrhea,Calaveras,2016,Male,NA,22327
Gonorrhea,Calaveras,2016,Total,13,44763
Gonorrhea,Calaveras,2017,Female,NA,22403
Gonorrhea,Calaveras,2017,Male,NA,22253
Gonorrhea,Calaveras,2017,Total,20,44656
Gonorrhea,Calaveras,2018,Female,21,22378
Gonorrhea,Calaveras,2018,Male,19,22259
Gonorrhea,Calaveras,2018,Total,40,44637
Gonorrhea,Colusa,2015,Female,NA,10864
Gonorrhea,Colusa,2015,Male,NA,11435
Gonorrhea,Colusa,2015,Total,10,22299
Gonorrhea,Colusa,2016,Female,NA,10965
Gonorrhea,Colusa,2016,Male,NA,11511
Gonorrhea,Colusa,2016,Total,14,22476
Gonorrhea,Colusa,2017,Female,NA,11034
Gonorrhea,Colusa,2017,Male,NA,11598
Gonorrhea,Colusa,2017,Total,16,22632
Gonorrhea,Colusa,2018,Female,NA,11079
Gonorrhea,Colusa,2018,Male,NA,11665
Gonorrhea,Colusa,2018,Total,14,22744
Gonorrhea,Contra Costa,2015,Female,568,571696
Gonorrhea,Contra Costa,2015,Male,748,546580
Gonorrhea,Contra Costa,2015,Total,1317,1118276
Gonorrhea,Contra Costa,2016,Female,644,577692
Gonorrhea,Contra Costa,2016,Male,935,552382
Gonorrhea,Contra Costa,2016,Total,1581,1130074
Gonorrhea,Contra Costa,2017,Female,709,581487
Gonorrhea,Contra Costa,2017,Male,1053,556714
Gonorrhea,Contra Costa,2017,Total,1762,1138201
Gonorrhea,Contra Costa,2018,Female,807,585159
Gonorrhea,Contra Costa,2018,Male,1238,560717
Gonorrhea,Contra Costa,2018,Total,2055,1145876
Gonorrhea,Del Norte,2015,Female,18,12291
Gonorrhea,Del Norte,2015,Male,15,14834
Gonorrhea,Del Norte,2015,Total,34,27125
Gonorrhea,Del Norte,2016,Female,18,12473
Gonorrhea,Del Norte,2016,Male,17,14519
Gonorrhea,Del Norte,2016,Total,38,26992
Gonorrhea,Del Norte,2017,Female,40,12391
Gonorrhea,Del Norte,2017,Male,27,14420
Gonorrhea,Del Norte,2017,Total,67,26811
Gonorrhea,Del Norte,2018,Female,36,12608
Gonorrhea,Del Norte,2018,Male,28,14667
Gonorrhea,Del Norte,2018,Total,64,27275
Gonorrhea,El Dorado,2015,Female,35,91357
Gonorrhea,El Dorado,2015,Male,44,92001
Gonorrhea,El Dorado,2015,Total,79,183358
Gonorrhea,El Dorado,2016,Female,43,91777
Gonorrhea,El Dorado,2016,Male,51,92558
Gonorrhea,El Dorado,2016,Total,94,184335
Gonorrhea,El Dorado,2017,Female,47,92825
Gonorrhea,El Dorado,2017,Male,57,93731
Gonorrhea,El Dorado,2017,Total,105,186556
Gonorrhea,El Dorado,2018,Female,41,94004
Gonorrhea,El Dorado,2018,Male,53,94989
Gonorrhea,El Dorado,2018,Total,94,188993
Gonorrhea,Fresno,2015,Female,900,490514
Gonorrhea,Fresno,2015,Male,848,489702
Gonorrhea,Fresno,2015,Total,1751,980216
Gonorrhea,Fresno,2016,Female,1027,494729
Gonorrhea,Fresno,2016,Male,959,494256
Gonorrhea,Fresno,2016,Total,1986,988985
Gonorrhea,Fresno,2017,Female,1131,500034
Gonorrhea,Fresno,2017,Male,1116,500109
Gonorrhea,Fresno,2017,Total,2247,1000143
Gonorrhea,Fresno,2018,Female,1140,505122
Gonorrhea,Fresno,2018,Male,1108,505804
Gonorrhea,Fresno,2018,Total,2250,1010926
Gonorrhea,Glenn,2015,Female,NA,14308
Gonorrhea,Glenn,2015,Male,NA,14657
Gonorrhea,Glenn,2015,Total,25,28965
Gonorrhea,Glenn,2016,Female,NA,14362
Gonorrhea,Glenn,2016,Male,NA,14706
Gonorrhea,Glenn,2016,Total,12,29068
Gonorrhea,Glenn,2017,Female,NA,14431
Gonorrhea,Glenn,2017,Male,NA,14774
Gonorrhea,Glenn,2017,Total,20,29205
Gonorrhea,Glenn,2018,Female,NA,14487
Gonorrhea,Glenn,2018,Male,NA,14850
Gonorrhea,Glenn,2018,Total,16,29337
Gonorrhea,Humboldt,2015,Female,98,67323
Gonorrhea,Humboldt,2015,Male,141,67852
Gonorrhea,Humboldt,2015,Total,239,135175
Gonorrhea,Humboldt,2016,Female,103,67755
Gonorrhea,Humboldt,2016,Male,151,68223
Gonorrhea,Humboldt,2016,Total,254,135978
Gonorrhea,Humboldt,2017,Female,89,67679
Gonorrhea,Humboldt,2017,Male,136,68186
Gonorrhea,Humboldt,2017,Total,225,135865
Gonorrhea,Humboldt,2018,Female,104,67565
Gonorrhea,Humboldt,2018,Male,122,68062
Gonorrhea,Humboldt,2018,Total,227,135627
